Date,Store_ID,City,Product_ID,Product_Name,Category,Units_Sold,Price,Discount,Holiday,Season,Weather,Customer_Footfall,Marketing_Spend,Competitor_Price,Inventory_Level,Profit
2024-11-04,S105,Jaipur,P3496,Tablet,Electronics,69,12070.5,22,No,Winter,Rainy,468,35887.62,15016.42,4262,345056.84
2024-03-18,S112,Kolkata,P6282,Jacket,Fashion,282,627.6,40,No,Spring,Stormy,1078,3713.52,977.26,1803,29808.65
2024-07-08,S107,Ahmedabad,P9424,Snacks,Grocery,389,505.92,38,Yes,Monsoon,Stormy,524,15615.62,891.93,3271,41132.58
2025-06-07,S116,Lucknow,P3063,Table,Home,94,8566.89,13,No,Monsoon,Sunny,427,35247.1,10206.03,650,227182.39
2025-10-21,S115,Delhi,P7899,Sofa,Home,124,11395.89,19,No,Autumn,Rainy,1023,37968.62,15204.88,1745,589568.31
2024-04-28,S115,Ahmedabad,P5474,Football,Sports,59,9308.88,16,No,Spring,Sunny,72,35814.83,10291.96,565,243573.98
2024-03-19,S107,Lucknow,P5378,Curtains,Home,106,9329.95,5,No,Spring,Stormy,623,41225.65,10485.13,828,428283.0
2024-07-29,S112,Chennai,P5084,Rice,Grocery,144,304.0,36,No,Monsoon,Rainy,800,49542.68,492.25,4241,14497.0
2024-09-17,S103,Delhi,P9283,Cricket Bat,Sports,1410,4471.08,24,No,Autumn,Rainy,666,6327.91,5252.56,1066,1874855.86
2024-11-09,S110,Delhi,P2523,Smartphone,Electronics,160,16363.68,27,No,Winter,Rainy,1028,23205.11,20331.71,2264,962357.68
2025-12-07,S116,Jaipur,P3258,Smartphone,Electronics,172,40668.15,13,No,Winter,Stormy,612,20492.62,40517.84,1406,2760558.71
2024-07-24,S105,Delhi,P5425,Headphones,Electronics,159,36745.32,13,No,Monsoon,Cloudy,260,31815.44,36587.51,611,2467554.57
2025-09-01,S109,Chennai,P7914,Rice,Grocery,186,93.84,32,No,Autumn,Stormy,461,37334.93,129.75,702,5781.66
2024-11-22,S101,Bangalore,P8641,Smartphone,Electronics,229,57222.85,15,No,Winter,Stormy,1048,25308.72,63118.21,1557,5891857.25
2024-10-19,S102,Jaipur,P3367,Smartphone,Electronics,155,41349.0,23,No,Autumn,Rainy,712,17066.05,50151.33,3059,1150581.1
2024-11-26,S106,Lucknow,P1509,T-Shirt,Fashion,126,2943.85,9,No,Winter,Stormy,895,43416.13,3052.69,4098,59602.0
2025-12-24,S116,Bangalore,P8295,Football,Sports,164,533.25,25,No,Winter,Sunny,50,21299.11,689.75,2131,28498.69
2025-03-14,S110,Bangalore,P6948,Tablet,Electronics,163,5130.88,36,No,Spring,Stormy,756,12293.67,8781.36,337,156321.77
2025-09-03,S109,Ahmedabad,P1610,Cricket Bat,Sports,5,7063.0,0,No,Autumn,Rainy,739,29362.35,7186.74,569,12618.46
2024-05-08,S105,Hyderabad,P7947,Laptop,Electronics,300,15508.5,2,No,Summer,Rainy,803,25405.39,17978.58,482,1932336.58
2024-07-17,S106,Kolkata,P4227,Smartwatch,Electronics,228,73025.92,8,Yes,Monsoon,Cloudy,417,27111.96,86306.55,4932,2725590.56
2025-10-03,S112,Hyderabad,P3776,Jacket,Fashion,393,2812.68,22,Yes,Autumn,Sunny,864,23795.72,3941.78,3238,453832.16
2024-07-03,S116,Bangalore,P9068,Curtains,Home,179,4411.56,3,No,Monsoon,Cloudy,536,46975.78,4591.32,1578,332077.3
2025-06-20,S109,Kolkata,P2655,Juice,Grocery,135,976.14,1,No,Monsoon,Sunny,231,28273.01,1072.94,1163,42346.7
2024-10-05,S103,Delhi,P1982,Lamp,Home,197,8694.33,39,No,Autumn,Cloudy,377,8520.31,12759.18,1798,716171.07
2025-07-14,S106,Bangalore,P9707,Milk,Grocery,337,491.4,22,Yes,Monsoon,Sunny,118,7609.18,591.06,889,42924.74
2025-05-07,S116,Ahmedabad,P1491,Rice,Grocery,172,340.56,34,No,Summer,Cloudy,358,24348.14,456.47,3465,17906.83
2024-12-05,S111,Delhi,P7991,Jeans,Fashion,135,3636.0,20,No,Winter,Cloudy,63,8503.18,4674.36,2715,206557.28
2025-08-21,S105,Ahmedabad,P8822,Laptop,Electronics,231,39325.08,26,No,Monsoon,Rainy,1157,14665.45,56856.78,4840,2645023.52
2025-06-25,S119,Jaipur,P9651,Shoes,Fashion,223,3039.6,15,No,Monsoon,Rainy,1081,48485.74,3295.65,423,200941.11
2025-06-11,S105,Delhi,P5922,Tennis Racket,Sports,69,5666.88,4,No,Monsoon,Rainy,398,7176.22,6597.81,1406,159458.6
2024-12-20,S103,Ahmedabad,P7158,Smartphone,Electronics,43,14127.78,18,No,Winter,Rainy,152,40469.6,15983.99,1932,268943.52
2025-03-02,S114,Bangalore,P7330,Table,Home,328,13695.5,30,No,Spring,Sunny,952,35626.81,21052.27,1050,1914023.65
2024-06-09,S109,Lucknow,P2559,Juice,Grocery,398,663.78,31,Yes,Monsoon,Stormy,1127,45733.25,831.74,2608,110688.93
2024-12-04,S113,Jaipur,P2824,Snacks,Grocery,145,68.32,39,Yes,Winter,Stormy,666,12459.59,118.67,808,2170.74
2024-03-09,S100,Bangalore,P8517,Tennis Racket,Sports,178,9845.76,4,No,Spring,Cloudy,325,16128.55,9771.78,3682,740002.27
2025-02-10,S116,Hyderabad,P7327,Cricket Bat,Sports,123,6834.52,2,No,Winter,Sunny,762,19398.84,5974.33,4938,192505.08
2024-09-05,S114,Bangalore,P2944,Sofa,Home,131,9342.41,23,No,Autumn,Stormy,652,44030.93,13462.55,4742,187654.73
2025-07-01,S113,Jaipur,P5057,Dumbbell,Sports,110,8488.59,13,No,Monsoon,Sunny,284,36509.78,10916.04,2974,212928.93
2025-10-18,S115,Mumbai,P7071,Snacks,Grocery,110,737.76,13,No,Autumn,Stormy,931,12168.09,822.59,3587,13002.18
2025-03-07,S109,Delhi,P6443,Shoes,Fashion,179,1640.16,28,No,Spring,Cloudy,474,14596.5,1957.34,2694,62785.29
2025-08-15,S111,Ahmedabad,P2705,Dumbbell,Sports,189,1365.0,25,No,Monsoon,Sunny,1131,13971.47,1858.86,2711,96965.84
2024-03-10,S107,Jaipur,P2854,Table,Home,68,3992.52,3,No,Spring,Stormy,452,39110.3,4027.09,2567,51316.94
2025-02-28,S105,Hyderabad,P5603,Dress,Fashion,354,1590.75,25,Yes,Winter,Cloudy,385,17435.56,2239.67,1608,153036.44
2025-01-14,S119,Mumbai,P8792,Shoes,Fashion,275,3434.85,15,Yes,Winter,Sunny,593,45859.83,4099.3,3732,319805.95
2024-02-14,S115,Ahmedabad,P6703,Chair,Home,217,8648.4,40,No,Winter,Rainy,1112,6675.7,12829.55,4027,613024.41
2025-09-29,S116,Bangalore,P6616,Headphones,Electronics,143,3673.56,31,No,Autumn,Rainy,850,38353.11,4959.69,4974,107624.43
2024-02-18,S101,Bangalore,P4965,Tennis Racket,Sports,235,5293.67,33,No,Winter,Rainy,1178,46702.23,7249.58,1509,524944.29
2025-09-10,S108,Ahmedabad,P9189,Shoes,Fashion,135,3041.52,24,No,Autumn,Stormy,1012,39627.2,3725.73,1137,122318.82
2024-05-15,S105,Chennai,P8718,Curtains,Home,176,9749.39,21,No,Summer,Cloudy,1100,48742.19,10800.16,2281,412891.95
2025-07-17,S101,Bangalore,P9618,Table,Home,47,10828.63,11,No,Monsoon,Stormy,325,37920.91,13201.15,3333,104687.64
2024-04-23,S118,Pune,P9838,Football,Sports,99,4241.16,19,No,Spring,Sunny,271,14997.26,5164.46,2396,97679.17
2024-03-07,S102,Bangalore,P3941,Rice,Grocery,139,314.17,11,No,Spring,Rainy,591,21343.92,330.97,1479,6889.72
2024-02-28,S114,Hyderabad,P3311,Football,Sports,142,10576.97,27,No,Winter,Rainy,241,1462.39,14990.5,1963,273301.52
2024-01-29,S115,Delhi,P1757,Laptop,Electronics,160,39699.32,14,No,Winter,Stormy,745,33902.19,45321.79,2023,1085355.09
2024-02-22,S114,Pune,P8248,Smartwatch,Electronics,239,20846.07,37,No,Winter,Stormy,356,32481.74,28623.58,2483,1087923.4
2024-11-26,S105,Jaipur,P6909,Curtains,Home,186,7939.5,25,No,Winter,Sunny,1134,22020.71,9155.61,4377,453228.33
2025-08-12,S105,Mumbai,P9766,Curtains,Home,294,1444.12,21,No,Monsoon,Sunny,387,22918.77,1771.5,2361,186022.48
2025-03-05,S108,Chennai,P3709,Cricket Bat,Sports,62,5582.4,20,No,Spring,Sunny,750,26482.8,6980.66,2278,99397.87
2025-11-11,S103,Chennai,P9354,Tablet,Electronics,461,17594.34,17,Yes,Winter,Rainy,897,21460.54,20639.34,1076,1443617.44
2024-10-22,S102,Pune,P9735,Headphones,Electronics,184,4217.36,32,No,Autumn,Stormy,1058,36983.63,5993.08,758,225706.65
2025-07-27,S113,Chennai,P5639,Snacks,Grocery,206,655.5,31,No,Monsoon,Stormy,1061,12656.36,1052.78,1083,23536.2
2025-09-06,S114,Kolkata,P9776,Laptop,Electronics,106,28168.64,18,No,Autumn,Cloudy,520,3179.87,37773.81,3103,1168738.05
2024-03-11,S111,Pune,P2758,Table,Home,107,6214.9,5,Yes,Spring,Sunny,162,25325.42,6277.88,2147,200336.1
2024-04-03,S105,Lucknow,P5091,Table,Home,154,1817.38,11,No,Spring,Sunny,508,16502.8,2063.93,2688,45805.04
2024-03-04,S102,Delhi,P7646,Dress,Fashion,212,1545.7,35,No,Spring,Rainy,390,3694.96,2607.81,2278,140504.54
2024-11-20,S103,Hyderabad,P3334,Shoes,Fashion,453,501.72,26,Yes,Winter,Cloudy,937,36380.48,577.58,431,37684.12
2025-01-01,S102,Chennai,P5509,Cricket Bat,Sports,53,1756.86,11,No,Winter,Cloudy,774,43089.27,2213.24,243,22232.07
2024-05-18,S116,Kolkata,P4161,Lamp,Home,190,12390.92,29,No,Summer,Stormy,539,18606.5,17950.12,1439,1022807.6
2024-04-10,S107,Bangalore,P7432,Dress,Fashion,81,2741.05,35,No,Spring,Rainy,632,4158.68,4561.9,3668,96546.78
2025-08-24,S115,Lucknow,P5641,Headphones,Electronics,58,56370.15,5,No,Monsoon,Stormy,603,2215.91,65469.11,2922,1023603.55
2024-03-03,S103,Pune,P6173,Table,Home,264,16583.0,8,Yes,Spring,Sunny,145,21390.0,15818.12,2477,1487611.31
2025-01-08,S116,Bangalore,P6361,Tablet,Electronics,192,15300.75,31,No,Winter,Sunny,750,30197.88,24984.62,1431,1074067.39
2024-05-08,S117,Lucknow,P6343,Bread,Grocery,39,96.39,19,No,Summer,Rainy,88,30921.59,112.46,609,1573.09
2025-09-01,S114,Kolkata,P8605,Jeans,Fashion,158,2862.72,36,No,Autumn,Sunny,552,2496.38,4080.99,3526,99994.65
2024-07-22,S109,Pune,P4891,Bread,Grocery,244,136.4,38,No,Monsoon,Rainy,394,11228.87,249.91,2859,5404.89
2025-12-17,S104,Hyderabad,P3065,Headphones,Electronics,309,20787.0,35,No,Winter,Sunny,1056,49452.75,34863.02,4927,2499668.9
2024-10-17,S113,Bangalore,P3376,Football,Sports,171,948.0,20,No,Autumn,Stormy,647,48152.05,1296.91,3153,64111.34
2025-02-16,S103,Hyderabad,P4974,Yoga Mat,Sports,58,453.22,38,No,Winter,Stormy,228,32598.25,839.67,1087,7272.25
2025-12-20,S111,Bangalore,P7133,Sofa,Home,117,5731.11,37,No,Winter,Rainy,508,25372.34,9452.17,909,134110.05
2024-10-20,S100,Bangalore,P3244,Tablet,Electronics,306,18402.22,33,No,Autumn,Sunny,1128,19581.24,29711.27,3234,1878792.28
2024-01-11,S119,Bangalore,P7290,Sofa,Home,63,7524.14,14,No,Winter,Rainy,660,21069.76,8153.98,3507,79428.04
2024-05-30,S110,Chennai,P5042,Dumbbell,Sports,244,5036.16,36,No,Summer,Rainy,571,38591.22,8759.4,951,412449.46
2024-01-14,S115,Hyderabad,P8173,Yoga Mat,Sports,203,1953.0,40,No,Winter,Cloudy,118,35787.19,3221.22,1012,86678.9
2025-12-14,S103,Bangalore,P4584,Tablet,Electronics,194,53213.72,8,No,Winter,Sunny,400,26722.91,51402.04,2865,1940680.01
2024-05-14,S108,Bangalore,P1098,Lamp,Home,83,9718.5,25,No,Summer,Rainy,357,9696.16,11752.86,859,290301.96
2025-07-17,S109,Ahmedabad,P8520,Table,Home,211,1678.1,3,No,Monsoon,Stormy,993,18108.85,1788.88,2610,112896.61
2024-05-08,S116,Mumbai,P4128,Laptop,Electronics,239,7618.76,21,No,Summer,Rainy,365,13006.76,10251.91,3462,790629.12
2024-04-28,S117,Ahmedabad,P4418,Tablet,Electronics,237,16408.3,33,No,Spring,Sunny,1054,34227.46,21502.91,3153,912088.26
2025-04-16,S103,Mumbai,P5094,Dress,Fashion,183,3734.25,25,No,Spring,Cloudy,409,3288.32,4586.71,2416,105069.31
2024-02-01,S101,Delhi,P3845,T-Shirt,Fashion,271,2989.8,34,No,Winter,Cloudy,297,45482.23,4267.78,2715,350033.45
2025-04-13,S105,Mumbai,P4570,Shoes,Fashion,112,3312.47,21,Yes,Spring,Rainy,82,43733.69,3719.99,4043,157836.03
2025-05-19,S108,Pune,P2411,Yoga Mat,Sports,335,3513.54,7,Yes,Summer,Stormy,717,37154.01,3494.56,4720,446314.85
2024-08-30,S115,Chennai,P3361,Smartwatch,Electronics,178,30347.56,27,No,Monsoon,Stormy,493,13799.09,36345.52,1521,2377119.72
2024-02-12,S116,Chennai,P3653,Table,Home,224,9910.82,26,No,Winter,Sunny,214,38287.12,13543.17,4606,393631.42
2024-07-29,S107,Bangalore,P1996,Juice,Grocery,157,556.32,39,No,Monsoon,Stormy,954,49616.95,961.52,4991,22077.18
2025-02-28,S116,Hyderabad,P7582,Smartphone,Electronics,154,61521.36,7,No,Winter,Sunny,300,47872.42,72523.91,1526,3245914.12
2024-08-25,S104,Jaipur,P9984,Dumbbell,Sports,279,7470.4,8,No,Monsoon,Cloudy,887,34973.46,7824.9,3954,359468.83
2025-05-21,S107,Jaipur,P7772,Shoes,Fashion,109,2622.84,34,No,Summer,Cloudy,514,38076.8,3467.42,690,48061.85
2025-06-30,S102,Mumbai,P7255,Dumbbell,Sports,236,880.4,38,No,Monsoon,Cloudy,88,31123.06,1472.1,4225,75101.74
2025-11-16,S114,Delhi,P5686,Football,Sports,266,1224.96,36,No,Winter,Cloudy,106,29666.4,1856.67,2767,93468.96
2024-01-30,S102,Lucknow,P9148,Dress,Fashion,65,3618.0,0,No,Winter,Stormy,114,31105.18,3431.24,2595,82674.81
2025-04-04,S116,Lucknow,P7354,Tablet,Electronics,196,23519.15,5,No,Spring,Stormy,902,2753.03,23155.07,2886,1476074.13
2024-07-08,S119,Hyderabad,P4990,Smartwatch,Electronics,256,11694.12,24,No,Monsoon,Sunny,339,10825.63,17398.29,1031,481372.7
2024-05-27,S111,Ahmedabad,P5562,Shoes,Fashion,222,1840.76,32,No,Summer,Rainy,176,39464.93,2526.07,1509,134776.87
2024-08-08,S102,Chennai,P6951,T-Shirt,Fashion,260,4647.36,6,Yes,Monsoon,Stormy,245,38542.84,5495.76,2381,443272.97
2024-02-03,S119,Bangalore,P3130,Curtains,Home,248,1233.96,16,No,Winter,Rainy,1012,31070.04,1590.2,4390,95951.94
2024-04-28,S113,Kolkata,P2191,Lamp,Home,277,6674.11,11,Yes,Spring,Rainy,512,6321.66,7975.19,2604,359349.72
2025-09-29,S100,Jaipur,P3189,T-Shirt,Fashion,269,1119.67,29,Yes,Autumn,Stormy,189,24366.17,1350.0,3352,112267.47
2025-05-31,S114,Bangalore,P5086,Bread,Grocery,219,547.96,24,No,Summer,Rainy,538,35120.05,776.45,4795,20096.29
2024-09-16,S101,Mumbai,P2264,Tablet,Electronics,1323,21813.01,11,No,Autumn,Stormy,1039,46166.36,23256.08,3545,2848795.51
2024-09-21,S100,Ahmedabad,P2688,Tennis Racket,Sports,225,1147.56,27,No,Autumn,Rainy,506,20694.2,1658.48,4111,89536.03
2025-12-30,S104,Bangalore,P1425,Jacket,Fashion,247,2409.3,10,No,Winter,Rainy,1115,35413.09,2787.74,4078,169581.23
2024-06-18,S117,Mumbai,P9731,Jacket,Fashion,107,2749.79,17,No,Monsoon,Stormy,1050,5401.05,3560.38,1839,122501.04
2024-11-01,S107,Mumbai,P6254,Curtains,Home,362,11333.26,11,Yes,Winter,Stormy,1013,31518.26,12368.99,3686,1120061.44
2024-03-27,S118,Chennai,P4981,Dress,Fashion,172,997.1,35,No,Spring,Sunny,854,37661.82,1719.57,3277,48694.83
2024-06-27,S101,Mumbai,P2031,Jacket,Fashion,187,3762.75,13,No,Monsoon,Sunny,591,40594.73,4829.95,913,131183.17
2024-09-06,S107,Bangalore,P2274,Snacks,Grocery,164,586.82,39,No,Autumn,Sunny,627,18606.72,1061.97,253,32789.22
2024-02-16,S109,Kolkata,P9839,Jeans,Fashion,222,1756.3,35,No,Winter,Cloudy,238,39411.74,2423.72,1338,105533.27
2025-05-13,S112,Pune,P8752,Snacks,Grocery,369,396.95,15,Yes,Summer,Stormy,697,46402.6,515.89,2669,45006.94
2025-10-26,S117,Hyderabad,P1551,Jacket,Fashion,124,3557.75,5,No,Autumn,Sunny,1036,1477.7,3687.83,1832,191445.84
2024-11-05,S119,Delhi,P8213,Dumbbell,Sports,16,6430.76,2,No,Winter,Rainy,491,35624.0,5771.77,4806,43356.99
2025-10-17,S115,Jaipur,P4058,Smartwatch,Electronics,86,64100.4,16,No,Autumn,Cloudy,377,42150.62,76130.78,4426,1544416.3
2024-09-27,S109,Delhi,P5592,Curtains,Home,167,4762.17,37,No,Autumn,Rainy,577,7339.8,7683.03,3207,185376.74
2024-07-08,S112,Delhi,P8454,Smartphone,Electronics,209,24282.72,1,No,Monsoon,Sunny,1031,30587.39,28064.05,3079,2133487.32
2024-12-28,S110,Kolkata,P5673,Smartphone,Electronics,213,54008.64,4,No,Winter,Cloudy,992,45233.97,57211.77,2166,4318491.32
2024-09-03,S105,Jaipur,P6373,Lamp,Home,185,2257.92,2,No,Autumn,Cloudy,926,49757.32,2149.02,2698,132437.97
2025-09-15,S110,Mumbai,P8697,Cricket Bat,Sports,288,12184.32,4,Yes,Autumn,Stormy,936,26854.92,13715.75,3379,786266.57
2024-08-30,S116,Pune,P6813,Football,Sports,255,9002.76,13,Yes,Monsoon,Cloudy,1183,49456.67,9644.74,1760,724569.32
2025-11-01,S104,Pune,P7127,Shoes,Fashion,146,1116.72,6,No,Winter,Cloudy,994,40213.84,1155.59,2539,71404.74
2025-02-19,S112,Jaipur,P6600,Bread,Grocery,289,328.79,23,No,Winter,Cloudy,1007,2703.44,459.15,1220,23785.64
2024-06-07,S106,Ahmedabad,P6271,Snacks,Grocery,351,114.07,39,Yes,Monsoon,Sunny,1067,20826.55,188.87,1967,16255.98
2024-10-04,S104,Hyderabad,P1204,Chair,Home,457,17274.24,4,Yes,Autumn,Rainy,1123,21427.36,20581.12,4739,2446151.7
2025-04-02,S100,Ahmedabad,P9983,Laptop,Electronics,452,3250.66,38,Yes,Spring,Cloudy,912,21962.36,6013.4,2547,618978.56
2024-02-09,S109,Delhi,P8297,Smartwatch,Electronics,491,37861.36,26,Yes,Winter,Sunny,1020,12343.82,56186.15,2519,6095967.3
2024-03-15,S113,Chennai,P1452,Snacks,Grocery,199,282.24,4,No,Spring,Cloudy,1001,13890.77,299.08,4247,12638.54
2024-11-08,S115,Pune,P2137,Cricket Bat,Sports,144,8312.2,8,No,Winter,Sunny,794,11231.25,9011.04,4862,397701.25
2025-01-13,S118,Chennai,P6608,Headphones,Electronics,111,52852.95,33,No,Winter,Cloudy,341,34248.14,69469.45,3522,2578389.36
2025-11-24,S109,Ahmedabad,P8401,Tennis Racket,Sports,92,1087.68,4,No,Winter,Stormy,659,34334.7,1112.82,3370,17567.47
2024-12-12,S102,Delhi,P5036,Jeans,Fashion,180,2016.0,10,No,Winter,Cloudy,311,3940.42,2286.85,3356,104879.71
2024-09-25,S111,Chennai,P6468,Curtains,Home,140,6481.95,21,No,Autumn,Sunny,544,37277.39,7475.52,2103,223964.99
2025-11-05,S108,Hyderabad,P9400,Football,Sports,172,7096.18,9,No,Winter,Sunny,512,27969.59,8616.2,2273,251911.35
2024-11-10,S109,Mumbai,P9026,Dumbbell,Sports,76,6607.63,17,No,Winter,Rainy,148,30284.3,8446.7,1601,88137.41
2025-12-17,S108,Pune,P7197,Jacket,Fashion,128,820.68,16,No,Winter,Rainy,546,11814.25,954.24,3386,23456.81
2024-01-10,S115,Chennai,P1494,Headphones,Electronics,129,10124.1,30,No,Winter,Rainy,627,46606.22,14385.83,3449,335516.33
2025-07-29,S114,Lucknow,P9630,Smartphone,Electronics,262,14328.29,39,No,Monsoon,Stormy,975,9972.53,24354.48,2516,970827.01
2025-11-25,S111,Chennai,P8747,Snacks,Grocery,155,588.29,11,No,Winter,Sunny,748,21122.54,748.79,3860,40095.85
2025-11-23,S112,Chennai,P8342,Jeans,Fashion,38,2720.73,11,No,Winter,Stormy,724,46110.93,3308.9,390,30449.79
2024-05-25,S114,Lucknow,P2669,Dumbbell,Sports,228,3229.32,32,No,Summer,Rainy,126,1814.43,4749.93,2830,251826.9
2024-07-07,S107,Mumbai,P9930,Football,Sports,168,7434.24,34,No,Monsoon,Sunny,1071,41849.67,11138.79,1081,393884.91
2025-10-07,S107,Chennai,P6385,Smartphone,Electronics,309,36174.84,22,Yes,Autumn,Rainy,311,13901.07,47346.45,2154,2960611.34
2024-10-15,S110,Bangalore,P1514,Football,Sports,298,3067.08,39,No,Autumn,Rainy,1183,35356.48,5751.06,3901,212057.39
2025-06-19,S113,Bangalore,P8978,Dumbbell,Sports,210,5478.0,17,No,Monsoon,Sunny,808,36610.69,7297.37,2564,191867.53
2025-05-22,S113,Delhi,P3500,Tennis Racket,Sports,354,5369.04,28,Yes,Summer,Stormy,213,6387.32,7868.8,4448,457868.66
2024-08-08,S100,Bangalore,P2212,Chair,Home,141,8000.0,36,No,Monsoon,Stormy,480,48659.11,11571.08,4496,423155.48
2025-03-27,S104,Bangalore,P6290,Lamp,Home,144,9952.8,12,No,Spring,Cloudy,72,27077.35,9918.33,4843,320901.03
2025-01-16,S112,Lucknow,P5821,Sofa,Home,496,8776.46,23,Yes,Winter,Rainy,1061,44698.44,12402.64,3920,907280.37
2025-10-21,S117,Mumbai,P9359,Dress,Fashion,101,1437.92,14,No,Autumn,Stormy,662,6075.64,1670.48,4902,23761.27
2024-11-22,S104,Kolkata,P1680,Milk,Grocery,226,580.5,14,Yes,Winter,Rainy,919,4475.79,702.46,2743,26983.72
2024-12-10,S118,Hyderabad,P4244,Yoga Mat,Sports,256,3895.0,0,No,Winter,Cloudy,821,23810.41,3784.25,4377,153501.03
2024-05-21,S103,Delhi,P4481,Jacket,Fashion,36,3664.13,11,No,Summer,Sunny,494,5850.78,4232.96,4936,27734.19
2025-03-04,S116,Ahmedabad,P5804,Table,Home,146,8246.61,19,No,Spring,Rainy,934,18400.95,9484.88,1445,236985.99
2024-12-07,S118,Hyderabad,P2332,Milk,Grocery,152,665.64,14,No,Winter,Rainy,910,40731.06,824.28,509,24073.88
2025-09-07,S118,Jaipur,P5894,Smartphone,Electronics,244,56631.36,4,No,Autumn,Stormy,961,31484.16,67184.46,4438,5215570.05
2024-12-16,S103,Bangalore,P8323,Curtains,Home,170,1805.05,35,No,Winter,Stormy,802,1313.48,2645.84,737,54497.58
2024-12-15,S109,Bangalore,P9401,Table,Home,98,5389.2,10,No,Winter,Cloudy,228,8182.73,6205.9,3044,145741.45
2025-01-14,S111,Pune,P3735,Curtains,Home,226,6392.16,28,No,Winter,Stormy,413,13172.36,9683.79,4326,277851.39
2024-06-18,S110,Delhi,P1558,Jacket,Fashion,192,2409.33,23,No,Monsoon,Stormy,339,26125.79,3311.96,4394,161135.09
2025-07-22,S118,Delhi,P3905,Snacks,Grocery,162,382.94,18,No,Monsoon,Rainy,544,14208.25,417.39,231,21726.28
2024-01-18,S111,Mumbai,P5278,Football,Sports,232,2455.32,21,No,Winter,Rainy,409,24989.96,3322.67,596,115357.39
2024-05-23,S110,Hyderabad,P5248,T-Shirt,Fashion,215,410.99,27,No,Summer,Cloudy,900,31829.43,516.11,1708,33880.78
2025-02-20,S103,Lucknow,P3171,Football,Sports,98,6347.64,22,No,Winter,Rainy,328,36893.85,8984.0,4335,160028.89
2024-10-12,S102,Bangalore,P9612,Tennis Racket,Sports,187,861.93,39,No,Autumn,Stormy,831,19918.37,1621.15,4790,43346.41
2024-10-23,S101,Pune,P2249,Tablet,Electronics,117,38606.72,36,No,Autumn,Sunny,747,14079.13,64488.99,1709,1125779.78
2024-10-16,S117,Ahmedabad,P5440,Jacket,Fashion,156,2937.06,2,No,Autumn,Rainy,647,17517.42,2749.27,4494,98127.22
2024-12-27,S119,Lucknow,P1669,Milk,Grocery,352,55.89,19,Yes,Winter,Sunny,53,16720.95,68.93,4249,5739.88
2025-11-02,S111,Jaipur,P8597,Jacket,Fashion,213,2404.88,8,Yes,Winter,Rainy,1051,3373.88,2845.31,3416,157705.37
2024-02-18,S116,Ahmedabad,P5404,Smartphone,Electronics,134,26544.68,38,No,Winter,Sunny,1093,2289.94,47145.21,383,1263829.36
2025-12-21,S119,Jaipur,P5119,Tablet,Electronics,178,12622.32,6,No,Winter,Sunny,220,46819.57,12458.82,3837,915590.82
2024-04-08,S110,Kolkata,P8013,Shoes,Fashion,231,1935.36,36,No,Spring,Rainy,1067,44827.77,2824.13,1814,192216.5
2025-12-18,S117,Kolkata,P7894,Jacket,Fashion,211,2399.32,23,No,Winter,Rainy,1098,31612.08,2914.46,3428,177193.74
2025-06-29,S108,Hyderabad,P8462,Yoga Mat,Sports,55,3063.42,7,No,Monsoon,Rainy,53,1043.24,3588.0,1002,66414.71
2024-09-20,S115,Mumbai,P8985,Smartwatch,Electronics,206,30397.72,8,No,Autumn,Sunny,1106,38021.06,33516.11,3559,2062204.04
2024-12-15,S112,Chennai,P1949,Chair,Home,144,18145.92,4,No,Winter,Sunny,545,15845.47,21167.9,3198,1086464.61
2024-10-05,S115,Jaipur,P4572,Smartphone,Electronics,263,27154.8,28,No,Autumn,Stormy,736,38584.56,37612.4,350,1483063.1
2025-09-29,S103,Chennai,P1462,Milk,Grocery,399,269.88,22,Yes,Autumn,Stormy,974,27735.26,364.15,3391,21765.22
2025-12-13,S115,Kolkata,P2943,Juice,Grocery,110,656.0,0,No,Winter,Cloudy,441,40601.73,702.4,4363,15305.93
2024-09-29,S100,Kolkata,P9750,Rice,Grocery,128,809.9,9,No,Autumn,Rainy,805,11061.14,958.79,978,43417.75
2024-05-05,S112,Hyderabad,P7284,Headphones,Electronics,143,35015.0,0,No,Summer,Stormy,714,48825.53,37556.55,3437,1180397.7
2025-07-16,S110,Pune,P7394,Headphones,Electronics,77,64151.06,18,No,Monsoon,Cloudy,91,12271.72,75070.34,2873,1098264.25
2025-12-04,S111,Chennai,P1317,Milk,Grocery,76,181.44,4,No,Winter,Rainy,1065,9548.73,183.57,1742,2719.16
2024-04-25,S109,Delhi,P6370,Laptop,Electronics,44,42024.76,14,No,Spring,Rainy,634,11082.91,49552.01,209,780564.75
2024-11-08,S107,Delhi,P6569,Lamp,Home,131,12567.1,9,No,Winter,Stormy,1044,3718.81,15311.59,569,630812.51
2025-02-03,S113,Bangalore,P1334,Laptop,Electronics,353,25189.38,27,No,Winter,Stormy,1128,6919.64,30667.41,700,2561885.35
2024-08-27,S104,Mumbai,P2498,Jeans,Fashion,133,1530.1,35,No,Monsoon,Stormy,485,6524.49,2617.29,2750,65506.7
2024-02-16,S106,Lucknow,P4413,Chair,Home,116,9600.62,29,No,Winter,Rainy,189,1293.23,13310.43,4721,406964.64
2024-02-18,S103,Lucknow,P6715,Football,Sports,30,9418.72,14,No,Winter,Sunny,607,38800.9,9644.91,4588,91952.21
