Transaction_ID,Date,Customer_ID,Product_ID,Amount,Payment_Method,Quantity,Store_ID
TXN1028438,2024-05-05,CUST105888,P7942,48226.7,Wallet,9,S109
TXN1028439,2024-07-28,CUST101608,P9999,47545.39,Net Banking,2,S104
TXN1028440,2025-02-14,CUST102675,P3343,21479.25,Cash,1,S100
TXN1028441,2025-01-14,CUST102776,P3458,316720.45,UPI,9,S108
TXN1028442,2025-02-11,CUST103153,P7281,65945.96,Cash,2,S102
TXN1028443,2024-07-01,CUST101783,P2207,60467.35,Cash,7,S115
TXN1028444,2024-01-04,CUST100249,P1598,77545.48,Debit Card,7,S103
TXN1028445,2025-05-24,CUST105654,P3705,35383.5,Net Banking,4,S109
TXN1028446,2025-09-23,CUST101303,P2035,156519.28,Net Banking,4,S107
TXN1028447,2025-05-06,CUST102036,P1730,114732.47,Net Banking,3,S114
TXN1028448,2025-08-18,CUST103978,P6538,7578.82,Wallet,8,S104
TXN1028449,2025-05-13,CUST103247,P4620,79709.98,Debit Card,2,S101
TXN1028450,2024-02-12,CUST104453,P5352,85921.81,UPI,2,S119
TXN1028451,2025-11-25,CUST101822,P5489,30230.58,Cash,5,S101
TXN1028452,2025-07-27,CUST102734,P3190,115885.62,Debit Card,7,S110
TXN1028453,2025-11-10,CUST102096,P8784,249500.18,Cash,10,S113
TXN1028454,2025-09-30,CUST101377,P4896,4459.9,Wallet,2,S118
TXN1028455,2025-09-15,CUST101030,P9044,195874.85,Wallet,5,S109
TXN1028456,2024-01-18,CUST100186,P9541,299705.92,Wallet,9,S116
TXN1028457,2024-04-30,CUST103049,P2773,15119.49,UPI,1,S102
TXN1028458,2024-08-31,CUST100305,P6000,54336.43,Debit Card,7,S115
TXN1028459,2025-07-22,CUST102842,P6755,26997.13,Wallet,1,S113
TXN1028460,2024-10-23,CUST102767,P5319,14598.24,UPI,1,S111
TXN1028461,2025-08-11,CUST104247,P2319,465880.4,UPI,10,S119
TXN1028462,2024-06-11,CUST104911,P9906,72833.18,Debit Card,2,S115
TXN1028463,2024-07-27,CUST101313,P5163,2406.32,Debit Card,4,S110
TXN1028464,2025-08-08,CUST101479,P8063,265416.85,Wallet,10,S105
TXN1028465,2024-05-03,CUST104387,P5550,46784.36,Credit Card,3,S109
TXN1028466,2025-10-31,CUST103949,P6161,131811.26,Wallet,8,S106
TXN1028467,2025-12-17,CUST105948,P8709,240064.72,Cash,10,S108
TXN1028468,2025-12-06,CUST103050,P3477,83116.41,Net Banking,3,S116
TXN1028469,2024-04-05,CUST103216,P3502,24923.04,UPI,4,S102
TXN1028470,2024-02-14,CUST102845,P8121,45643.38,Net Banking,1,S118
TXN1028471,2024-06-16,CUST105820,P1772,138728.43,Net Banking,10,S114
TXN1028472,2025-09-17,CUST105274,P4835,12254.96,Debit Card,5,S113
TXN1028473,2024-04-28,CUST104837,P6061,144889.91,Wallet,4,S106
TXN1028474,2025-12-04,CUST104556,P8117,244764.56,UPI,10,S115
TXN1028475,2025-12-28,CUST104015,P7041,71896.89,Net Banking,7,S103
TXN1028476,2025-11-19,CUST100334,P2057,163284.19,UPI,7,S107
TXN1028477,2024-09-05,CUST103342,P3578,418168.22,Credit Card,10,S102
TXN1028478,2025-11-21,CUST102335,P7675,63297.1,Cash,2,S111
TXN1028479,2025-03-21,CUST103503,P2035,3840.44,Cash,1,S112
TXN1028480,2024-11-13,CUST100233,P6450,210621.96,Net Banking,5,S113
TXN1028481,2025-12-18,CUST101732,P2251,155605.65,UPI,8,S114
TXN1028482,2024-05-12,CUST104399,P6343,192387.97,Credit Card,4,S105
TXN1028483,2024-08-12,CUST102458,P8412,11051.14,Cash,1,S113
TXN1028484,2025-01-09,CUST100207,P5407,73730.71,UPI,5,S104
TXN1028485,2025-11-18,CUST101197,P6500,206377.82,Cash,6,S115
TXN1028486,2024-01-26,CUST103137,P9101,34589.52,Wallet,1,S102
TXN1028487,2024-04-06,CUST100294,P1444,79400.87,Wallet,3,S118
TXN1028488,2025-11-18,CUST101634,P2800,48731.41,Cash,1,S108
TXN1028489,2024-12-08,CUST102971,P9951,330118.85,Cash,8,S100
TXN1028490,2024-08-08,CUST105330,P5236,284760.6,Debit Card,8,S115
TXN1028491,2024-09-13,CUST100486,P4918,324102.9,Wallet,10,S104
TXN1028492,2024-11-15,CUST100748,P6091,95073.09,UPI,2,S111
TXN1028493,2025-11-13,CUST104957,P6054,21687.57,Wallet,3,S112
TXN1028494,2025-01-05,CUST100231,P6057,245928.19,Cash,6,S117
TXN1028495,2024-03-30,CUST102373,P6606,21584.57,Debit Card,5,S102
TXN1028496,2025-02-20,CUST105365,P2345,67347.29,Wallet,4,S102
TXN1028497,2025-11-01,CUST104678,P1345,189405.62,Wallet,7,S108
TXN1028498,2025-07-14,CUST104577,P5521,38433.95,Credit Card,1,S108
TXN1028499,2025-07-26,CUST104741,P6735,27928.82,Wallet,1,S101
TXN1028500,2024-10-15,CUST104880,P2028,102340.69,Cash,5,S111
TXN1028501,2025-12-23,CUST104617,P7647,52944.58,Cash,2,S107
TXN1028502,2024-10-16,CUST103767,P8957,412789.83,Net Banking,10,S114
TXN1028503,2024-08-10,CUST105323,P2432,2921.48,Credit Card,9,S100
TXN1028504,2025-05-10,CUST103807,P4902,82880.64,Cash,2,S107
TXN1028505,2025-03-09,CUST104518,P6702,225833.47,Net Banking,6,S101
TXN1028506,2025-11-20,CUST102000,P6139,78059.98,Net Banking,10,S112
TXN1028507,2025-01-31,CUST100042,P4355,90768.8,Net Banking,2,S101
TXN1028508,2025-07-24,CUST102103,P7216,32281.25,Wallet,3,S106
TXN1028509,2025-10-15,CUST102620,P6315,235417.1,Wallet,5,S106
TXN1028510,2024-08-13,CUST100610,P5374,38402.39,Wallet,7,S103
TXN1028511,2024-12-31,CUST101219,P6313,143913.24,Credit Card,5,S113
TXN1028512,2024-12-14,CUST103534,P6818,47248.97,UPI,1,S117
TXN1028513,2024-02-03,CUST100905,P8923,185412.37,Credit Card,7,S114
TXN1028514,2025-09-15,CUST102574,P9693,27329.41,Net Banking,10,S100
TXN1028515,2025-03-13,CUST104333,P4373,31678.09,UPI,6,S117
TXN1028516,2025-10-14,CUST101130,P9282,121465.91,UPI,8,S118
TXN1028517,2024-10-06,CUST100765,P7348,376002.65,Debit Card,10,S114
TXN1028518,2024-01-31,CUST100157,P4526,339552.59,UPI,9,S104
TXN1028519,2025-11-04,CUST100071,P3838,115128.31,Cash,3,S108
TXN1028520,2025-10-27,CUST105101,P5569,109392.56,Net Banking,4,S102
TXN1028521,2024-10-16,CUST105224,P7199,291896.03,UPI,8,S107
TXN1028522,2025-07-17,CUST104376,P5412,90492.28,Credit Card,6,S119
TXN1028523,2025-02-26,CUST103938,P5287,37374.39,Cash,6,S105
TXN1028524,2025-02-26,CUST102648,P4096,412195.8,Wallet,10,S113
TXN1028525,2024-05-20,CUST100776,P2280,14932.96,UPI,1,S107
TXN1028526,2024-09-25,CUST101699,P1319,123734.23,Net Banking,7,S106
TXN1028527,2024-11-17,CUST102983,P7766,380459.87,Wallet,9,S118
TXN1028528,2025-07-22,CUST101415,P4877,94168.79,Net Banking,2,S115
TXN1028529,2025-02-05,CUST101816,P5906,118192.69,UPI,4,S118
TXN1028530,2024-04-30,CUST101328,P5604,177210.11,Credit Card,4,S105
TXN1028531,2024-04-24,CUST103453,P6321,390923.92,Debit Card,10,S101
TXN1028532,2024-02-03,CUST102857,P6066,90047.17,Credit Card,4,S105
TXN1028533,2025-12-24,CUST104819,P3223,304103.28,Credit Card,9,S100
TXN1028534,2025-04-06,CUST103982,P5667,114394.86,UPI,3,S104
TXN1028535,2024-04-06,CUST101774,P1029,144009.67,Cash,3,S104
TXN1028536,2024-04-16,CUST101645,P1966,15471.56,Cash,1,S107
TXN1028537,2025-11-11,CUST100369,P3664,29304.54,Net Banking,1,S106
TXN1028538,2025-01-28,CUST104220,P6630,169311.0,Wallet,4,S118
TXN1028539,2024-08-25,CUST105005,P9616,85486.11,Credit Card,4,S113
TXN1028540,2025-10-02,CUST105105,P8174,183355.63,UPI,4,S112
TXN1028541,2024-03-13,CUST100287,P8885,51785.16,Cash,3,S116
TXN1028542,2024-09-28,CUST103348,P1090,126387.43,UPI,5,S107
TXN1028543,2024-03-27,CUST101167,P1959,213779.94,Cash,5,S108
TXN1028544,2024-05-31,CUST104328,P9196,66012.68,Cash,6,S104
TXN1028545,2024-06-20,CUST103823,P4823,86127.01,Cash,2,S104
TXN1028546,2024-05-06,CUST100494,P4738,58893.96,Net Banking,2,S113
TXN1028547,2024-12-31,CUST104336,P5500,170543.33,Debit Card,6,S117
TXN1028548,2024-12-01,CUST100512,P2812,121154.26,Cash,10,S104
TXN1028549,2025-07-30,CUST103331,P7677,421869.33,Debit Card,10,S106
TXN1028550,2024-08-23,CUST105805,P7206,155339.35,Debit Card,8,S107
TXN1028551,2024-09-07,CUST105145,P5930,69476.21,Net Banking,2,S116
TXN1028552,2025-07-11,CUST101218,P4962,44716.4,Net Banking,2,S113
TXN1028553,2024-01-17,CUST103884,P9430,311980.65,UPI,8,S105
TXN1028554,2024-09-07,CUST105601,P7618,40642.18,Net Banking,2,S117
TXN1028555,2025-07-02,CUST102327,P9338,34304.74,Debit Card,2,S117
TXN1028556,2024-08-23,CUST102526,P4744,205878.97,UPI,8,S105
TXN1028557,2024-06-14,CUST103276,P6550,275069.74,Net Banking,6,S118
TXN1028558,2024-03-30,CUST101510,P2091,399733.31,Credit Card,9,S114
TXN1028559,2025-02-28,CUST100043,P4508,68842.1,Wallet,9,S118
TXN1028560,2024-08-21,CUST105898,P5849,263326.94,Wallet,9,S108
TXN1028561,2024-12-03,CUST103303,P2518,158022.09,Net Banking,6,S102
TXN1028562,2025-03-17,CUST105062,P3402,70489.87,UPI,5,S112
TXN1028563,2025-02-27,CUST101522,P5033,138940.53,Wallet,5,S104
TXN1028564,2025-11-21,CUST102362,P1934,154521.35,Wallet,6,S100
TXN1028565,2024-10-22,CUST102122,P6621,24460.56,Credit Card,3,S100
TXN1028566,2025-04-19,CUST103964,P5262,87419.39,Net Banking,2,S119
TXN1028567,2025-02-26,CUST100698,P1364,217099.3,Net Banking,8,S102
TXN1028568,2024-07-05,CUST101018,P9304,103064.87,Debit Card,4,S107
TXN1028569,2024-12-05,CUST100439,P8991,316371.29,Cash,7,S118
TXN1028570,2024-08-26,CUST103526,P7016,187557.1,Wallet,6,S100
TXN1028571,2025-06-21,CUST105035,P2103,193179.47,Wallet,9,S105
TXN1028572,2025-10-11,CUST100461,P9410,15694.89,Net Banking,1,S117
TXN1028573,2024-02-12,CUST101518,P6709,157723.72,Net Banking,10,S117
TXN1028574,2025-08-31,CUST100572,P7426,134321.84,Wallet,6,S100
TXN1028575,2025-04-02,CUST105374,P6712,29665.28,Credit Card,3,S115
TXN1028576,2024-03-03,CUST100151,P2173,291371.52,Debit Card,6,S108
TXN1028577,2025-04-15,CUST102636,P1158,67687.23,Wallet,2,S112
TXN1028578,2024-10-29,CUST102283,P6152,79882.5,Credit Card,7,S111
TXN1028579,2025-10-11,CUST101163,P4839,43558.31,UPI,1,S116
TXN1028580,2025-10-06,CUST105452,P6052,441014.07,Wallet,9,S111
TXN1028581,2025-06-29,CUST105911,P7092,151513.98,Credit Card,6,S112
TXN1028582,2024-10-16,CUST105530,P7507,261522.44,Wallet,10,S114
TXN1028583,2024-08-01,CUST100912,P8011,259529.31,Credit Card,7,S108
TXN1028584,2025-01-07,CUST102711,P2113,239088.47,UPI,6,S101
TXN1028585,2025-11-30,CUST104847,P1452,321853.74,Credit Card,7,S109
TXN1028586,2025-08-15,CUST105329,P8246,124457.16,Wallet,10,S100
TXN1028587,2025-04-04,CUST105248,P8791,469.59,Wallet,2,S107
TXN1028588,2025-04-26,CUST104241,P4826,171922.92,Wallet,6,S117
TXN1028589,2024-05-08,CUST104579,P5158,296954.2,Cash,9,S118
TXN1028590,2024-10-06,CUST103953,P5170,24374.24,UPI,1,S112
TXN1028591,2025-02-20,CUST100876,P7088,78151.76,Credit Card,2,S110
TXN1028592,2025-02-27,CUST105830,P8292,237001.6,Cash,5,S110
TXN1028593,2025-05-15,CUST102522,P6264,115150.89,UPI,4,S112
TXN1028594,2024-01-05,CUST102435,P9447,145186.32,Credit Card,7,S111
TXN1028595,2024-06-11,CUST105733,P5217,74291.42,UPI,3,S111
TXN1028596,2024-03-10,CUST100003,P6869,52534.1,Debit Card,2,S107
TXN1028597,2024-12-18,CUST100554,P5866,220143.02,Debit Card,8,S104
TXN1028598,2025-09-16,CUST103501,P6743,370133.74,Net Banking,9,S100
TXN1028599,2024-09-21,CUST104854,P7583,30737.52,Wallet,5,S111
TXN1028600,2025-02-18,CUST105674,P5404,88686.29,Cash,4,S107
TXN1028601,2024-04-19,CUST101874,P8639,377864.69,Net Banking,8,S118
TXN1028602,2025-07-25,CUST105786,P7554,306468.87,UPI,10,S100
TXN1028603,2025-08-25,CUST105188,P2857,234838.41,Credit Card,5,S115
TXN1028604,2025-05-25,CUST105306,P5461,494107.61,Debit Card,10,S109
TXN1028605,2025-07-01,CUST100568,P1170,68526.89,Net Banking,4,S107
TXN1028606,2024-01-26,CUST101850,P5662,60966.91,Wallet,9,S114
TXN1028607,2025-09-21,CUST104502,P1121,10742.22,Cash,1,S115
TXN1028608,2024-02-10,CUST103146,P2231,173115.94,Net Banking,10,S110
TXN1028609,2025-10-01,CUST103705,P2091,15647.35,Net Banking,1,S117
TXN1028610,2025-04-09,CUST103878,P2671,240057.26,Debit Card,5,S103
TXN1028611,2024-09-26,CUST102491,P8926,288918.0,Debit Card,7,S107
TXN1028612,2024-11-13,CUST104498,P2252,195633.47,Credit Card,5,S113
TXN1028613,2025-07-18,CUST105143,P3239,81064.9,Cash,5,S112
TXN1028614,2024-08-12,CUST100848,P2222,41976.05,Cash,1,S102
TXN1028615,2024-08-22,CUST100124,P2777,247783.0,UPI,7,S113
TXN1028616,2024-08-31,CUST103660,P3470,83969.49,Wallet,2,S113
TXN1028617,2025-01-26,CUST105878,P3715,156453.53,Cash,4,S108
TXN1028618,2025-11-29,CUST102382,P3433,221740.89,Credit Card,7,S115
TXN1028619,2024-10-23,CUST102871,P7513,38374.7,Credit Card,7,S107
TXN1028620,2025-09-04,CUST102254,P3218,42238.19,Net Banking,1,S116
TXN1028621,2025-11-29,CUST103626,P7415,87349.01,Net Banking,5,S118
TXN1028622,2025-03-27,CUST102802,P3729,4296.11,Debit Card,7,S115
TXN1028623,2025-03-11,CUST100475,P9931,422872.75,Net Banking,9,S106
TXN1028624,2024-04-15,CUST103487,P6688,136614.3,Wallet,7,S114
TXN1028625,2024-11-30,CUST101074,P9385,108820.12,UPI,6,S107
TXN1028626,2025-01-30,CUST104660,P4968,228345.23,Net Banking,6,S119
TXN1028627,2024-02-19,CUST101164,P7474,255220.75,Credit Card,7,S117
TXN1028628,2025-07-15,CUST100601,P6078,213536.69,Credit Card,10,S111
TXN1028629,2024-01-24,CUST103748,P4864,55385.83,Credit Card,2,S116
TXN1028630,2024-12-12,CUST101607,P1860,40882.56,Debit Card,9,S105
TXN1028631,2025-07-01,CUST104104,P9913,95506.65,UPI,3,S106
TXN1028632,2025-06-14,CUST100385,P4980,72744.42,UPI,5,S117
TXN1028633,2025-02-23,CUST101716,P5110,401528.15,Net Banking,10,S109
TXN1028634,2025-01-26,CUST105481,P3915,48865.19,Net Banking,2,S114
TXN1028635,2024-11-24,CUST104334,P9295,48919.43,Debit Card,1,S109
TXN1028636,2025-11-21,CUST101646,P3884,22214.64,UPI,4,S105
TXN1028637,2025-04-05,CUST103007,P1932,135052.75,UPI,4,S108
TXN1028638,2024-07-27,CUST104128,P8839,4902.88,Net Banking,1,S104
TXN1028639,2025-05-08,CUST101264,P9859,48686.66,Net Banking,2,S105
TXN1028640,2025-06-23,CUST102327,P1088,27203.26,Net Banking,2,S106
TXN1028641,2024-12-05,CUST100013,P1918,20274.34,Wallet,1,S112
TXN1028642,2025-06-21,CUST103891,P3268,206894.69,Cash,7,S110
TXN1028643,2024-06-20,CUST102367,P8661,15514.88,UPI,2,S113
TXN1028644,2025-04-21,CUST100424,P1125,42866.67,Debit Card,8,S115
TXN1028645,2025-07-03,CUST103320,P6034,96927.82,Net Banking,2,S110
TXN1028646,2025-10-23,CUST102823,P7099,15701.24,UPI,3,S105
TXN1028647,2025-02-13,CUST105290,P9324,91429.41,Wallet,7,S104
TXN1028648,2025-10-27,CUST103950,P9998,33441.8,Credit Card,1,S103
TXN1028649,2025-11-08,CUST105411,P6969,3947.71,UPI,7,S119
TXN1028650,2025-08-11,CUST105782,P5014,88813.74,Debit Card,7,S104
TXN1028651,2025-09-10,CUST101375,P1485,61446.89,Debit Card,5,S112
TXN1028652,2025-06-16,CUST103217,P4596,148303.43,Credit Card,3,S111
TXN1028653,2024-11-09,CUST104244,P3740,90504.95,UPI,2,S104
TXN1028654,2025-03-10,CUST102423,P8004,56137.63,Wallet,9,S110
TXN1028655,2025-12-08,CUST101330,P5524,344210.95,Debit Card,7,S101
TXN1028656,2024-06-21,CUST104534,P5380,39773.91,Debit Card,3,S118
TXN1028657,2025-10-01,CUST104437,P2578,18497.2,UPI,1,S118
TXN1028658,2024-09-19,CUST105443,P1932,36473.5,UPI,5,S101
TXN1028659,2025-12-21,CUST101056,P4193,94096.15,Cash,5,S104
TXN1028660,2025-04-15,CUST102759,P4430,62979.71,Debit Card,2,S118
TXN1028661,2024-10-02,CUST103377,P8367,7151.61,Wallet,1,S117
TXN1028662,2024-08-25,CUST100566,P4593,242698.02,Cash,9,S103
TXN1028663,2025-11-25,CUST105479,P4405,21827.27,Debit Card,2,S107
TXN1028664,2024-06-28,CUST101149,P8718,44197.37,Credit Card,2,S103
TXN1028665,2025-12-15,CUST103727,P1411,309678.09,UPI,7,S110
TXN1028666,2024-06-19,CUST104460,P7686,168846.78,Wallet,5,S102
TXN1028667,2024-03-25,CUST104813,P7197,366494.78,UPI,8,S116
TXN1028668,2025-04-02,CUST103298,P3534,17528.73,Debit Card,7,S114
TXN1028669,2024-03-06,CUST100420,P9196,400173.45,UPI,62,S110
TXN1028670,2025-11-02,CUST102300,P2201,237999.2,UPI,5,S113
TXN1028671,2024-03-22,CUST104134,P3836,40001.04,Net Banking,5,S107
TXN1028672,2024-03-08,CUST101575,P3269,170096.96,Debit Card,4,S112
TXN1028673,2025-12-17,CUST103399,P1128,361371.39,Credit Card,8,S108
TXN1028674,2024-12-07,CUST104267,P3420,150104.18,Cash,9,S114
TXN1028675,2025-05-27,CUST104519,P9245,185184.79,Cash,4,S119
TXN1028676,2025-11-20,CUST101208,P1251,27259.02,UPI,2,S103
TXN1028677,2024-08-31,CUST105532,P3404,142234.69,Net Banking,6,S115
TXN1028678,2024-03-12,CUST101636,P2637,23874.8,UPI,1,S100
TXN1028679,2024-02-07,CUST104381,P3097,288728.65,Credit Card,6,S116
TXN1028680,2025-11-08,CUST102043,P9012,153014.06,Wallet,8,S116
TXN1028681,2025-06-13,CUST101432,P4511,330994.5,Debit Card,10,S102
TXN1028682,2024-07-18,CUST104705,P4263,185379.13,Debit Card,5,S104
TXN1028683,2025-01-03,CUST104273,P8374,26228.43,Net Banking,1,S111
TXN1028684,2024-11-13,CUST102927,P2796,275018.97,Credit Card,8,S117
TXN1028685,2024-04-17,CUST101610,P7062,65786.41,Cash,3,S100
TXN1028686,2025-12-20,CUST103348,P6805,7002.96,Debit Card,4,S101
TXN1028687,2024-03-02,CUST105852,P8461,78247.87,Cash,2,S107
TXN1028688,2024-01-11,CUST104610,P8709,25686.52,Wallet,1,S114
TXN1028689,2025-12-28,CUST101144,P3342,32446.26,UPI,3,S110
TXN1028690,2025-05-26,CUST101493,P5962,193915.93,Debit Card,4,S113
TXN1028691,2024-09-16,CUST102607,P6972,289993.56,Wallet,10,S105
TXN1028692,2025-08-17,CUST101213,P3814,431448.28,Wallet,10,S112
TXN1028693,2025-04-05,CUST100274,P1527,170489.68,Net Banking,4,S114
TXN1028694,2024-04-10,CUST101825,P9689,7471.75,UPI,2,S110
TXN1028695,2025-10-24,CUST102033,P2757,6835.17,Debit Card,3,S101
TXN1028696,2025-03-21,CUST104790,P1009,2867.3,Credit Card,2,S111
TXN1028697,2024-12-15,CUST102571,P4151,191935.04,Credit Card,9,S117
TXN1028698,2024-01-14,CUST102087,P6160,32392.29,UPI,7,S119
TXN1028699,2024-12-21,CUST101344,P3956,172528.45,Wallet,6,S109
TXN1028700,2024-01-06,CUST102602,P2908,38465.64,Debit Card,2,S107
TXN1028701,2024-09-26,CUST104780,P2550,260449.55,Wallet,6,S101
TXN1028702,2025-08-03,CUST105471,P6185,13155.38,Wallet,4,S109
TXN1028703,2024-10-03,CUST103102,P7099,52987.38,Cash,3,S102
TXN1028704,2025-03-10,CUST105842,P8227,139746.22,Credit Card,9,S109
TXN1028705,2024-11-22,CUST101929,P9008,55157.31,Credit Card,7,S108
TXN1028706,2025-05-14,CUST101055,P4910,228903.52,UPI,6,S103
TXN1028707,2025-11-26,CUST100272,P8136,38306.12,Credit Card,1,S105
TXN1028708,2024-09-07,CUST103661,P2099,22124.81,Debit Card,2,S104
TXN1028709,2024-03-21,CUST100872,P4330,177848.63,Credit Card,7,S103
TXN1028710,2025-01-01,CUST105728,P7893,81183.9,Debit Card,4,S119
TXN1028711,2024-10-05,CUST104623,P2765,40112.73,Net Banking,5,S101
TXN1028712,2025-11-11,CUST104515,P7259,282587.97,Net Banking,6,S101
TXN1028713,2025-08-27,CUST104787,P6027,259954.16,Debit Card,10,S112
TXN1028714,2024-11-14,CUST103621,P4312,10920.33,UPI,4,S110
TXN1028715,2024-01-25,CUST103227,P1038,15409.62,Net Banking,1,S114
TXN1028716,2025-06-12,CUST103626,P8424,6173.17,UPI,1,S108
TXN1028717,2025-04-15,CUST101046,P6029,202427.99,UPI,9,S113
TXN1028718,2025-03-16,CUST105518,P4942,19788.2,UPI,1,S110
TXN1028719,2024-02-25,CUST101739,P4446,12820.22,Net Banking,2,S106
TXN1028720,2024-12-09,CUST103571,P5618,102186.46,UPI,8,S111
TXN1028721,2025-10-29,CUST103710,P1324,36495.86,UPI,10,S116
TXN1028722,2025-08-15,CUST100743,P9810,338428.35,Credit Card,8,S104
TXN1028723,2025-12-05,CUST105555,P6974,26519.04,Wallet,2,S105
TXN1028724,2025-11-08,CUST102348,P1032,448916.27,UPI,9,S110
TXN1028725,2025-05-29,CUST100824,P2597,55211.7,Credit Card,3,S117
TXN1028726,2024-09-12,CUST101740,P9373,114008.02,Credit Card,8,S118
TXN1028727,2025-05-04,CUST105445,P3593,137766.89,UPI,4,S115
TXN1028728,2024-01-08,CUST100683,P9143,110607.46,UPI,5,S107
TXN1028729,2025-07-21,CUST100278,P1393,17229.52,Credit Card,1,S107
TXN1028730,2025-12-09,CUST103803,P6003,119378.15,Cash,8,S116
TXN1028731,2025-01-14,CUST102446,P8354,94667.53,Debit Card,4,S114
TXN1028732,2025-06-29,CUST102440,P7995,424420.18,Net Banking,10,S115
TXN1028733,2024-09-03,CUST103081,P4781,144124.59,Wallet,8,S108
TXN1028734,2024-01-22,CUST103989,P2099,190936.73,UPI,7,S112
TXN1028735,2024-03-13,CUST102460,P2257,323860.44,UPI,8,S102
TXN1028736,2024-03-15,CUST100802,P6167,95205.6,UPI,2,S109
TXN1028737,2025-01-15,CUST104971,P9807,138597.84,UPI,10,S114
TXN1028738,2024-02-02,CUST103524,P8593,265925.49,Debit Card,6,S105
TXN1028739,2025-02-28,CUST105641,P9158,28392.53,UPI,8,S117
TXN1028740,2025-10-12,CUST103643,P4490,366231.12,Cash,8,S105
TXN1028741,2025-05-04,CUST104429,P8477,107025.99,Net Banking,4,S100
TXN1028742,2024-04-08,CUST100889,P2696,186740.62,Net Banking,8,S117
TXN1028743,2025-09-05,CUST101398,P3467,45745.43,Wallet,3,S104
TXN1028744,2024-03-20,CUST104130,P6484,32975.96,Credit Card,9,S106
TXN1028745,2024-11-05,CUST100995,P6324,163438.6,Debit Card,6,S103
TXN1028746,2024-12-30,CUST102666,P2528,40892.87,Credit Card,2,S102
TXN1028747,2025-01-13,CUST104671,P5085,13670.78,Credit Card,6,S108
TXN1028748,2025-05-22,CUST105364,P6467,1785.17,UPI,5,S104
TXN1028749,2025-09-01,CUST102715,P2264,290730.57,Net Banking,10,S106
TXN1028750,2024-06-17,CUST105530,P1559,167467.36,Debit Card,8,S112
TXN1028751,2024-02-10,CUST103093,P9332,81492.95,UPI,4,S105
TXN1028752,2024-09-06,CUST101546,P4677,27025.5,Wallet,3,S106
TXN1028753,2025-07-10,CUST100146,P2478,34096.12,Credit Card,6,S100
TXN1028754,2024-04-03,CUST105119,P9928,7154.27,Wallet,1,S118
TXN1028755,2024-11-29,CUST100709,P6531,62474.43,Wallet,2,S112
TXN1028756,2024-05-04,CUST103017,P4783,76780.49,Credit Card,6,S117
TXN1028757,2024-01-11,CUST102046,P5487,408302.71,Cash,9,S111
TXN1028758,2024-08-09,CUST104067,P2210,41372.55,Wallet,4,S119
TXN1028759,2025-03-19,CUST104543,P9548,95686.19,Wallet,10,S106
TXN1028760,2024-07-09,CUST102103,P6009,50903.5,Debit Card,4,S101
TXN1028761,2025-11-05,CUST104231,P3521,60464.89,Debit Card,5,S104
TXN1028762,2025-05-31,CUST100038,P7183,75224.83,Wallet,5,S116
TXN1028763,2024-04-18,CUST105564,P3123,50458.93,UPI,8,S112
TXN1028764,2025-08-02,CUST103761,P7501,204100.02,Net Banking,6,S102
TXN1028765,2025-01-22,CUST104697,P9638,362235.96,Net Banking,9,S113
TXN1028766,2025-03-26,CUST105491,P1851,21695.33,Net Banking,2,S110
TXN1028767,2025-02-24,CUST100853,P7326,105483.23,Credit Card,8,S112
TXN1028768,2025-05-13,CUST104005,P2297,187770.83,Net Banking,5,S106
TXN1028769,2024-06-09,CUST103758,P9618,80893.62,Cash,8,S105
TXN1028770,2025-11-16,CUST102194,P5850,129548.1,Wallet,3,S119
TXN1028771,2024-08-25,CUST105618,P3973,240849.9,UPI,6,S103
TXN1028772,2024-07-16,CUST101279,P5772,10166.68,Debit Card,3,S112
TXN1028773,2025-10-02,CUST101581,P6515,141641.71,Credit Card,6,S114
TXN1028774,2024-06-26,CUST101123,P1598,25329.05,Net Banking,1,S106
TXN1028775,2024-02-04,CUST100146,P7711,128780.83,Debit Card,4,S104
TXN1028776,2024-02-17,CUST102942,P7725,90496.02,Wallet,6,S105
TXN1028777,2024-05-09,CUST104638,P1219,307552.31,Wallet,7,S112
TXN1028778,2025-10-19,CUST104734,P4943,85944.66,UPI,3,S108
TXN1028779,2025-04-01,CUST104702,P6387,46084.66,Debit Card,8,S109
TXN1028780,2024-06-04,CUST101515,P1406,16078.01,Net Banking,7,S103
TXN1028781,2024-05-24,CUST100887,P8600,170945.38,UPI,4,S107
TXN1028782,2025-07-02,CUST104977,P6379,132164.51,Net Banking,3,S115
TXN1028783,2025-12-11,CUST105722,P5618,120199.31,UPI,5,S118
TXN1028784,2025-06-13,CUST105088,P8032,157539.86,Cash,10,S108
TXN1028785,2025-11-25,CUST104119,P2015,56196.56,Wallet,3,S118
TXN1028786,2025-06-12,CUST102873,P3664,101814.3,Net Banking,6,S106
TXN1028787,2025-04-28,CUST101372,P5545,241569.75,Debit Card,6,S111
TXN1028788,2024-10-18,CUST104605,P1066,427419.75,Credit Card,59,S110
TXN1028789,2025-12-20,CUST103304,P8169,148665.35,Debit Card,3,S102
TXN1028790,2025-09-29,CUST103368,P3800,86111.79,Cash,5,S101
TXN1028791,2024-01-16,CUST103320,P4031,21909.94,Credit Card,10,S100
TXN1028792,2024-04-29,CUST104492,P7076,73854.59,UPI,2,S118
TXN1028793,2024-11-09,CUST105785,P7254,23606.85,Net Banking,3,S102
